title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
Business Development (Sales),Pixelstreet,Kolkata,Immediately,3,5000,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-09,BCA
Graphic Design,Herb Tantra,Noida,Immediately,3,10000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-11-19,MBA
Business Development (Sales),DigiExcel,Gurgaon,Immediately,3,8000,Yes,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-12-02,MSc
Marketing,Krishnapriya,Chennai,Immediately,3,12000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-11,BA
Sales & Marketing,Cincooni Systems Private Limited,Noida,Immediately,3,10000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-12-04,MBA
Field Sales Executive,Advait Business Solutions Private Limited,Ahmedabad,Immediately,3,15000,Yes,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-24,MBA
Business Development (Sales),Check An Invoice Limited,Work From Home,Immediately,3,15000,No,Remote,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-03,MSc
Law,Rajeshwer K Gupta,Delhi,Immediately,3,10000,Yes,Hybrid,Urban,Legal,"Legal Research, Compliance, Drafting, Documentation",2025-09-13,PhD
Social Media Design,Vimi Magic,Chennai,Immediately,3,5000,No,Remote,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",2025-10-04,MA
Electrical Engineering,Energos Technologies Private Limited,Ahmedabad,Immediately,3,18000,No,Onsite,Rural,Research,"Communication, MS Excel, Research",2025-09-25,BCom
Mobile Development,Discoveries Quintessential Private Limited (PloPdo),Mumbai,Immediately,3,15000,No,Remote,Rural,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-11-06,BSc
Accounts & Finance,PAMVJ INDIA,Ahmedabad,Immediately,3,4000,No,Remote,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-10-20,MCom
Content Writing,MyFitSoul Technologies Private Limited,Work From Home,Immediately,3," 1,000 /week",Yes,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-14,MTech
Photography & Videography,Stockwood Dealzo (OPC) Private Limited,Noida,Immediately,3,6000,Yes,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects, Photography, Lightroom",2025-11-10,MA
Flutter Development,Eulogik,Bhopal,Immediately,3,6000,No,Onsite,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-09-25,MSc
Architecture & Interiors,Builten Architecture,Noida,Not specified,3,10000,No,Remote,Urban,Architecture & Design,"Communication, MS Excel, Research",2025-09-23,BCom
Content Writing (Startup Finance),Pepcorns Technologies Private Limited,Work From Home,Immediately,3,4000,Yes,Onsite,Urban,Content & Communication,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation, Content Writing, Editing",2025-11-04,MBA
Digital Sales,Spiral Up Digital,Work From Home,Immediately,3,3000,Yes,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-26,BCom
F&B Sales,Nanz Bakehouse,Gurgaon,Immediately,3,7000,No,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-13,MCom
HR Consultant,My Digital Agency,Pune,Immediately,3,7000,No,Remote,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing, Consulting, Problem Solving",2025-10-09,MBA
Sales,GlobalFair Impex,Work From Home,Immediately,3,6000,Yes,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-28,BCom
Business Analyst,Bestriptech Solutions Private Limited,Work From Home,Immediately,3,3000,Yes,Onsite,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-10-20,MBA
Human Resources (HR),Firststore.io,Work From Home,Immediately,3,3000,No,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-12-02,MBA
Sales And Marketing,Rajat Agrawal,Work From Home,Immediately,3,1000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-11-21,BBA
Business Development,Treflo,Bangalore,Immediately,3,20000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-09,MSc
Knowledge Management,Zinnov Management Consulting,Bangalore,Immediately,3,15000,No,Onsite,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-10-09,MCom
Human Resources (HR),CBL Data Science Private Limited,Bangalore,Immediately,3,10000,Yes,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-10-07,BBA
Social Media Graphic Design,NeoDash Technologies Private Limited,Work From Home,Immediately,3,10000,No,Hybrid,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Graphic Design, Photoshop",2025-09-11,BA
Talent Acquisition,INI Farms,Mumbai,Immediately,3,12000,Yes,Remote,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-11-22,MA
B2B Marketplace,MentorG,Work From Home,Immediately,3,2000,No,Remote,Urban,Research,"Communication, MS Excel, Research",2025-11-14,BBA
Social Media Management,Socially Sane,Kalyan,Immediately,3,5000,No,Remote,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",2025-11-19,BBA
Business Development (Sales),Lanista Educational Services (OPC) Private Limited,Noida,Immediately,3,6000,No,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-21,MSc
Content Writing (Technical & Non-Technical),Contents Shark,Work From Home,Immediately,3,1000,Yes,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-09-18,MBA
Law/Legal,Demeterali Legal,Delhi,Immediately,3,1500,Yes,Remote,Rural,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",2025-10-10,MSc
Digital Marketing,Skills Caravan,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-29,MBA
Full Stack Engineering (MERN Stack),Wyr.ai Private Limited,Delhi,Immediately,3,10000,Yes,Remote,Urban,Web Development,"Communication, MS Excel, Research",2025-10-29,MSc
Civil Engineering Research,Earth5R,Work From Home,Immediately,3,Unpaid,Yes,Remote,Urban,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",2025-10-15,BCom
Content Writing,Media Designs,Delhi,Immediately,3,10000,Yes,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-03,MSc
Accounting,Storch Consultancy Private Limited,Gurgaon,Immediately,3,10000,Yes,Remote,Rural,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-10-10,MBA
Social Media Marketing,GetinStartup,Work From Home,Immediately,3,2000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-07,MBA
Social Media Marketing,Sociomark,Vashi Navi Mumbai,Immediately,3,5000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-14,BBA
Business Development (Sales),Laxaar,Work From Home,Immediately,3,10000,No,Remote,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-25,MTech
Business Strategy,Vinod Foundation,Work From Home,Immediately,3,5000,Yes,Onsite,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-09-30,MCom
Marketing,BTW Visa Services,Pune,Immediately,3,4000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-20,BBA
Human Resources (HR),Marathon Group,Mumbai,Immediately,3,7000,Yes,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-30,MCom
Product Management Trainee,Bizlem Private Limited,Navi Mumbai,Immediately,3,7500,Yes,Hybrid,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, PR Strategy, Media Relations",2025-11-11,MTech
Chartered Accountancy (CA),Inciterz,Noida,Immediately,3,8000,No,Onsite,Urban,Research,"Communication, MS Excel, Research",2025-11-10,MBA
Human Resources (HR),Plastemart Jobs,Mumbai,Immediately,3,8000,Yes,Onsite,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-13,MBA
Accounting,HaystackAnalytics Private Limited,Mumbai,Immediately,3,10000,Yes,Hybrid,Rural,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-11-01,MBA
News Anchoring,VsnapU,Raipur,Immediately,3,5000,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",2025-09-15,BBA
Social Media Marketing,Carnama,Vadodara,Immediately,3,5000,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-11-06,MBA
Business Research,India Infrastructure Publishing Private Limited,Delhi,Immediately,3,10000,No,Hybrid,Urban,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",2025-09-28,MBA
Business Development,MeetUniversity,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-30,BSc
Human Resources (HR),Urja Talents,Mumbai,Immediately,3,7000,No,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-10-22,BBA
Business Development (Sales),Global InfoCloud Private Limited,Pune,Immediately,3,7000,No,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-07,BTech
Digital Marketing,Reto,Hyderabad,Immediately,3,10000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-21,BBA
Sales,Voy Media,Hyderabad,Immediately,3,8000,Yes,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-09-11,MCom
Technical Content Writing,Intro To Artificial Intelligence,Work From Home,Immediately,3,1000,Yes,Remote,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-20,BBA
Social Media Strategy & Research,Indian Furniture Mart,Work From Home,Immediately,3,5000,No,Onsite,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Research, Data Analysis",2025-09-23,MA
Marketing,Osmolyte Consultancy,Bangalore,Immediately,3,7000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-06,MA
Flutter Development,Build With Innovation Private Limited,Work From Home,Immediately,3,10000,No,Hybrid,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-09-29,MCA
Customer Service,Homebaz,Work From Home,Immediately,3,2000,No,Onsite,Rural,Operations & Support,"BPO, Customer Support, Communication, Call Handling",2025-10-01,BCom
Graphic Design,7Box Digital Solutions,Kochi,Immediately,3,10000,Yes,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-30,BCom
Search Engine Optimization (SEO),Graveiens Eduservices Private Limited,Work From Home,Immediately,3,6000,Yes,Remote,Rural,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",2025-12-07,MBA
Business Development (Sales),Graveiens Eduservices Private Limited,Work From Home,Immediately,3,6000,No,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-12-06,MSc
Motion Graphics,Graveiens Eduservices Private Limited,Work From Home,Immediately,3,1000,No,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-24,MCom
Design,Antarang Foundation,Mumbai,Immediately,3,10000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-18,BCom
Operations & Project Management,Inspacco,Pune,Immediately,3,3000,Yes,Hybrid,Rural,Operations & Support,"PR Strategy, Media Relations, Communication, Writing",2025-09-15,MBA
Story Board Art,Graveiens Eduservices Private Limited,Work From Home,Immediately,3,1000,No,Remote,Rural,Research,"Communication, MS Excel, Research",2025-10-31,BBA
International Business Development,Intesome,Work From Home,Immediately,3,10000,Yes,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, MS Excel, Research",2025-10-23,MCA
Academic Writing in English,Graveiens Eduservices Private Limited,Work From Home,Immediately,3,1000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-04,MBA
Subject Matter Expert (SME)- Mechanical Engineering,Endeavor Academy,Work From Home,Immediately,3,5000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",2025-11-20,MBA
Equity Research,Robocapital,Mumbai,Immediately,3,7000,No,Hybrid,Urban,Research & Strategy,"UI Design, UX Research, Figma, Prototyping, Research, Data Analysis",2025-11-20,MA
Human Resources (HR),Phailaav,Delhi,Immediately,3,6000,Yes,Onsite,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-25,MBA
Operations,Highway Delite,Work From Home,Immediately,3,7000,Yes,Remote,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-10-12,BCom
Influencer Marketing,Goat And Bull,Mumbai,Immediately,3,5000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-12-03,MBA
Content Writing,ThroughBit Technologies Private Limited,Coimbatore,Immediately,3,8000,Yes,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-28,MTech
Sales,UNC Mart Private Limited,Work From Home,Immediately,3,1000,Yes,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-20,MBA
Subject Matter Expert (SME) - Accounting,Endeavor Academy,Work From Home,Immediately,3,5000,Yes,Hybrid,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-10-24,BCom
"Sales, Marketing & Operation",Natureship,Work From Home,Immediately,3,6000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-11-17,MBA
Management Trainee,XL Management Services,Work From Home,Immediately,3,1000,Yes,Onsite,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Communication, MS Excel",2025-11-26,BTech
Human Resources (HR),Balj Services Private Limited,Jaipur,Immediately,3,7000,No,Onsite,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-10-04,MBA
Flutter Development,NextGen Techno Ventures Private Limited,Thane,Immediately,3,7000,No,Hybrid,Rural,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-11-23,MSc
E-Commerce Business Management,Elixr Technologies Private Limited,Work From Home,Immediately,3,5000,No,Remote,Urban,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing",2025-11-22,MA
E-Commerce Marketing,Olivia Beauty,Mumbai,Immediately,3,10000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, E-commerce Management, Product Listing",2025-10-08,BA
Corporate Sales,Sarvagrah Technology Private Limited,Jaipur,Immediately,3,10000,No,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-09-28,BBA
UX/UI Design,Dinesh Suthar,Mira Bhayandar,Immediately,3,3000,No,Hybrid,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",2025-10-09,BA
Digital Marketing,Bookingace,Gurgaon,Immediately,3,5000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-12-07,BBA
Backend Development,GoComet,Bangalore,Immediately,3,35000,No,Remote,Urban,Data Science,"Node.js, APIs, Databases, Server-side Development",2025-11-29,BSc
PHP Laravel Development,Woodiewin Technology Private Limited,Work From Home,Immediately,3,10000,Yes,Onsite,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-11-23,BCA
Artificial Intelligence (AI),Vijayi WFH Technologies Private Limited,Gurgaon,Immediately,3,18000,Yes,Hybrid,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",2025-10-15,BSc
2D Animation,Graveiens Eduservices Private Limited,Work From Home,Immediately,3,1000,No,Onsite,Urban,Research,"Communication, MS Excel, Research",2025-12-04,BCom
Graphic Design,VENQ Technologies Private Limited,Work From Home,Immediately,3,10000,Yes,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-11-21,BBA
Business Development (Sales),Trainer Collective,Mumbai,Immediately,3,7000,No,Onsite,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-09-28,BSc
Investment Analysis,Rogue Opportunities,Ahmedabad,Immediately,3,15000,Yes,Onsite,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-09-11,MBA
Executive Assistant,OPTIMERS AQUASOLUTIONS,Work From Home,Immediately,3,5000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-10-20,BCom
Finance,Megamind Consultants Private Limited,Delhi,Immediately,2,10000,No,Hybrid,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-11-14,MCom
Media & Public Relations (PR),Veritas Reputation PR Private Limited,Mumbai,Immediately,2,10000,Yes,Onsite,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",2025-11-10,MBA
Content Development (Physics),Graveiens Eduservices Private Limited,Work From Home,Immediately,2,6000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-17,MSc
HR,Salahkaar,Pune,Immediately,2,3000,No,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-09-26,MCom
Marketing & Sales,Pragati Management Consultant,Bangalore,Immediately,2,15000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-11-02,BA
Search Engine Optimization (SEO),Dignitas Digital,Delhi,Immediately,2,5000,No,Onsite,Urban,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",2025-10-15,MBA
Social Media Marketing,Sagrika Agrawal,Work From Home,Immediately,2,5000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-31,MA
Full Stack Mern Development,AICAN Private Limited,Mumbai,Immediately,2,5000,Yes,Remote,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-11-20,BTech
Business Development (Sales) Sales for AI Product,RealtyAI,Gurgaon,Immediately,2,10000,Yes,Hybrid,Urban,Sales & Business Development,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Sales, Lead Generation",2025-10-13,BCA
Business Development (Sales),Soatech Solution Private Limited,Bangalore,Immediately,2,10000,No,Onsite,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-11-30,BTech
Project Management,Greynn Technologies,Work From Home,Immediately,2,1000,Yes,Onsite,Rural,Content Writing,"PR Strategy, Media Relations, Communication, Writing",2025-09-16,BCom
Social Media- Research And Marketing,Office Of Health Minister,Delhi,Immediately,2,Unpaid,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-09,BA
HR Recruitment,NowIntern,Work From Home,Immediately,2,3000,No,Hybrid,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-09-24,BBA
Human Resources (HR),Mid-Day,Mumbai,Immediately,2,5000,No,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-09-24,MCom
PHP Development,Intouch Quality Services Private Limited,Dehradun,Immediately,2,6000,No,Hybrid,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-11-20,BTech
Graphic Design & 3D Design,YoursthatSenior,Bangalore,Immediately,2,9000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-11-16,BCom
Digital Marketing Analysis (PPC),Digital Mozarts India Private Limited,Work From Home,Immediately,2,5000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-14,MBA
Business Development (Sales),Miecor,Gurgaon,Immediately,2,8000,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-11-13,MCA
Social Media Marketing,Vanilla Skills,Work From Home,Immediately,2,3500,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-09-30,BBA
Lead Generation,Asraaz Business Solutions,Work From Home,Immediately,2,2000,No,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-27,MBA
Marketing,Mobilous Softech Private Limited,Gurgaon,Immediately,2,10000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-09-16,BBA
Digital Marketing,Pinacle Web India,Thane,Immediately,2,2000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-30,MA
Human Resources (HR) - Talent Acquisition,Talent500,Hyderabad,Immediately,2,22500,Yes,Hybrid,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-10-18,MA
UX/UI Design,FG Manpower LLP,Mumbai,Immediately,2,3000,Yes,Remote,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",2025-10-06,MBA
Human Resources (HR),Pinnacle,Gurgaon,Immediately,2,5000,No,Remote,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-10-19,MBA
Digital Marketing,Make My Visiting Card,Gurgaon,Immediately,2,8000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-09-10,BA
Accounts & Finance,Optimus Resolution,Bidhannagar,Immediately,2,5000,Yes,Remote,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-10-12,MBA
Marketing,S3 Infotech Privated Limited,Varanasi,Immediately,2,10000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-05,MA
Online Marketing,JV FLUORO INDUSTRIES,Work From Home,Immediately,2,1000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-12-01,BA
Social Media Outreach,Spur.fit,Work From Home,Immediately,2," 1,000 /week",Yes,Remote,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",2025-11-30,MA
Videography,SA Trading Zone,Delhi,Immediately,2,4500,Yes,Onsite,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-10-07,BBA
Marketing And Research,Aurassist Health PL,Mumbai,Immediately,2,6000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Research, Data Analysis",2025-12-01,MA
"Subject Matter Expert (Accounts, Mechanical Engineering)",Edu Solutions,Work From Home,Immediately,2,3000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-11-23,BCom
Law/Legal,Taxortium Consultants LLP,Delhi,Immediately,2,Unpaid,No,Onsite,Rural,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",2025-10-16,MTech
Management Trainee,Clickonik Digital Media Private Limited,Gurgaon,Immediately,2,15000,No,Remote,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Communication, MS Excel",2025-09-22,MTech
Business Development (Sales),DigitalCardDbs,Work From Home,Immediately,2,1000,Yes,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-11-10,BCA
Business Development (Digital Marketing),Appetiser Pizza,Work From Home,Immediately,2,8000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-11-03,BTech
Social Media Marketing,ASAP Solutions,Work From Home,Immediately,2,2000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-11-29,BBA
Inside Travel Sales,TI Infotech Private Limited,Noida,Immediately,2,15000,Yes,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-09-29,MCom
Video Editing,Waveform Labs,Work From Home,Immediately,2,1500,Yes,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-12-04,BBA
Video Editing,Technocrat United,Work From Home,Immediately,3,6000,No,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-11-20,MA
Video Editing,SKU Creations,Delhi,Immediately,3,10000,Yes,Hybrid,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-09-20,MA
Pre-Primary Teaching,Yugantar International School,Jaipur,Immediately,3,6000,No,Hybrid,Rural,Finance,"Teaching, Lesson Planning, Communication, Mentoring, PR Strategy, Media Relations",2025-10-07,MCom
Digital Marketing,Home Residency,Delhi,Immediately,3,8000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-04,BBA
Digital Marketing & Social Media Marketing,CalAI,Work From Home,Immediately,3,3000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-11-18,BBA
Sales Consultant,Archiradhi Online Tuitions,Work From Home,Immediately,3,1000,No,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication, Consulting, Problem Solving",2025-12-02,MBA
Photography,Sewa International,Raipur,Immediately,3,Unpaid,No,Remote,Urban,Media & Entertainment,"Photography, Lightroom, Photoshop, Editing",2025-12-07,MCA
Business Development Executive,Demium Research Private Limited,Pune,Immediately,3,12000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-08,MCA
Sales,Drip Capital,Mumbai,Immediately,3,20000,No,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-11,BBA
SEO,Wishup Technologies Private Limited,Work From Home,Immediately,3,7000,No,Remote,Urban,Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",2025-12-03,BA
Hindi Content Writing,InstaAstro,Noida,Immediately,3,10000,Yes,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-14,PhD
Video Editing (Shorts & Long),Candidscape,Work From Home,Immediately,3,4500,Yes,Remote,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-10-04,MA
Business Development (Sales),CENTRUM IMPEX UK LIMITED,Work From Home,Immediately,3,18000,No,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-11-10,BSc
Business Development (Sales),Nex Level Access Floors,Mumbai,Immediately,3,5000,Yes,Remote,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-09-23,MSc
Backend Development,GrayQuest Education Finance Private Limited,Mumbai,Immediately,3,20000,No,Remote,Rural,Data Science,"Node.js, APIs, Databases, Server-side Development",2025-09-12,BSc
